Date,Field turbidity (1m NTU),Satellite raw value
"Apr 3, 2025, 3:00:00 AM",,1.675
"Apr 10, 2025, 3:00:00 AM",,1.814
"Apr 13, 2025, 3:00:00 AM",,1.671
"Apr 20, 2025, 3:00:00 AM",,1.577
"Apr 28, 2025, 3:00:00 AM",,1.594
"May 3, 2025, 3:00:00 AM",,1.685
"May 8, 2025, 3:00:00 AM",,1.653
"May 13, 2025, 3:00:00 AM",,1.788
"May 18, 2025, 3:00:00 AM",,1.708
"May 20, 2025, 3:00:00 AM",,1.831
"May 23, 2025, 3:00:00 AM",,1.764
"May 28, 2025, 3:00:00 AM",,1.803
"Jun 2, 2025, 3:00:00 AM",,1.801
"Jun 7, 2025, 3:00:00 AM",,1.779
"Jun 9, 2025, 3:00:00 AM",,1.754
"Jun 12, 2025, 3:00:00 AM",,1.769
"Jun 17, 2025, 3:00:00 AM",,1.879
"Jun 19, 2025, 3:00:00 AM",,1.673
"Jun 22, 2025, 3:00:00 AM",,1.801
"Jun 27, 2025, 3:00:00 AM",,1.679
"Jun 29, 2025, 3:00:00 AM",,1.664
"Jul 2, 2025, 3:00:00 AM",,1.799
"Jul 7, 2025, 3:00:00 AM",,1.889
"Jul 9, 2025, 3:00:00 AM",,1.688
"Jul 12, 2025, 3:00:00 AM",,1.772
"Jul 17, 2025, 3:00:00 AM",,1.807
"Aug 1, 2025, 3:00:00 AM",,1.583
"Aug 21, 2025, 3:00:00 AM",,1.566
"Aug 26, 2025, 3:00:00 AM",,2
"Sep 20, 2025, 3:00:00 AM",,1.527
"Sep 25, 2025, 3:00:00 AM",,1.541
"Sep 27, 2025, 3:00:00 AM",,1.505
"Sep 30, 2025, 3:00:00 AM",,1.529
"Oct 5, 2025, 3:00:00 AM",,1.613
"Oct 10, 2025, 3:00:00 AM",,1.588
"Oct 15, 2025, 3:00:00 AM",,1.612
"Oct 17, 2025, 3:00:00 AM",,1.672
"Oct 25, 2025, 3:00:00 AM",,1.981
"Oct 27, 2025, 2:00:00 AM",,1.976
"Oct 30, 2025, 2:00:00 AM",,1.778
"Nov 4, 2025, 2:00:00 AM",,1.56
"Nov 14, 2025, 2:00:00 AM",,1.564
"Nov 26, 2025, 2:00:00 AM",4.38,1.998
"Dec 9, 2025, 2:00:00 AM",5.206,1.553
"Dec 14, 2025, 2:00:00 AM",1.853,1.832
"Dec 16, 2025, 2:00:00 AM",1.853,1.581
"Dec 19, 2025, 2:00:00 AM",1.853,1.735
"Dec 26, 2025, 2:00:00 AM",,1.669
"Dec 29, 2025, 2:00:00 AM",,1.574
"Jan 13, 2026, 2:00:00 AM",2.95,1.602
"Jan 28, 2026, 2:00:00 AM",2.25,1.534
