                    MONTHLY CLIMATOLOGICAL SUMMARY for JUN. 2024                    
                                                                                    
NAME: Lindos         ELEV: 45   m     LAT: 36deg 06min     LONG: 28deg 06min
                                                                                   
                 TEMPERATURE (`C), RAIN  (mm), WIND SPEED (km/hr)                  
                                                                                   
                                                           AVG                     
     MEAN                                MAX  MIN         WIND                  DOM
DAY  TEMP  HIGH    TIME   LOW    TIME     RH   RH  RAIN  SPEED   HIGH    TIME   DIR
-----------------------------------------------------------------------------------
01   23.6  26.5   15:50  20.8   06:10     88   53   0.0    5.3   19.3   10:30   NNW
02   26.7  31.3   18:40  22.3   01:50     74   27   0.0    5.0   24.1   14:50   NNW
03   29.4  36.6   16:40  24.1   04:40     68   31   0.0    5.1   25.7   13:20     N
04   32.5  38.1   17:40  25.9   01:00     67   16   0.0    6.7   35.4   20:30   NNW
05   36.2  40.5   15:00  31.2   02:40     27   16   0.0   19.2   43.5   20:40   NNW
06   36.3  41.3   16:10  32.8   03:30     28   15   0.0   15.5   57.9   18:30   NNW
07   34.9  38.3   15:20  29.8   06:50     44   23   0.0    8.8   41.8   04:50   NNW
08   32.0  37.0   16:20  26.9   06:20     59   23   0.0    9.1   37.0   19:20   NNW
09   31.8  35.8   16:50  28.2   22:30     59   28   0.0    9.7   30.6   00:20   NNW
10   28.7  34.5   17:50  25.4   06:50     76   33   0.0    6.1   29.0   16:00    SE
11   30.9  38.5   17:20  26.1   03:50     69   19   0.0    5.8   27.4   16:20    SE
12   32.0  38.6   16:00  27.7   04:00     80   15   0.0    4.9   20.9   14:20    SE
13   36.7  43.6   16:30  29.0   05:00     52   14   0.0    7.9   35.4   16:30   NNW
14   35.5  41.7   13:40  29.7   23:40     54   16   0.0    6.8   32.2   13:30   NNW
15   31.0  34.9   13:30  27.4   03:40     57   24   0.0   20.7   61.2   17:20   NNW
16   30.4  34.4   12:10  27.4   05:10     52   27   0.0   12.7   51.5   00:40   NNW
17   29.1  32.7   18:00  27.2   10:00     74   31   0.0    7.4   29.0   05:20   SSE
18   28.8  31.8   14:40  27.1   07:40     78   38   0.0    4.2   25.7   14:20    SE
19   30.5  34.6   12:00  28.0   05:50     73   32   0.0    4.1   19.3   13:50    SE
20   29.1  33.7   22:50  26.7   05:30     82   32   0.0    6.2   27.4   22:00   NNW
21   31.1  36.4   16:00  27.7   01:00     80   35   1.4    8.2   32.2   20:10    SE
22   33.2  39.4   16:50  27.0   00:50     80   23   0.0    6.9   25.7   08:00   NNW
23   30.2  34.8   14:30  26.3   05:50     73   44   0.0    3.5   19.3   17:20    SE
24   29.3  34.8   16:10  26.8   05:10     71   42   0.0    5.4   27.4   13:20   NNW
25   30.4  33.9   16:50  26.9   06:40     65   42   0.0    4.0   22.5   03:20    SE
26   32.8  37.6   18:10  28.3   06:20     56   32   0.0    6.0   24.1   16:20    SE
27   33.3  36.6   15:40  29.6   04:10     46   17   0.0    6.0   30.6   05:40    SE
28   32.6  37.9   15:50  28.5   00:00     60   17   0.0   10.6   53.1   20:10    NW
29   30.6  35.1   13:50  26.9   06:30     81   34   0.0   11.7   43.5   07:00   NNW
30   32.9  37.4   16:10  29.7   06:10     43   24   0.0   14.1   41.8   17:10   NNW
-----------------------------------------------------------------------------------
     31.4  43.6      13  20.8       1   63.9 27.4   1.4    8.3   61.2      15   NNW
