                    MONTHLY CLIMATOLOGICAL SUMMARY for DEC. 2021                    
                                                                                    
NAME: Lindos         ELEV: 45   m     LAT: 36deg 06min     LONG: 28deg 06min
                                                                                   
                 TEMPERATURE (`C), RAIN  (mm), WIND SPEED (km/hr)                  
                                                                                   
                                                           AVG                     
     MEAN                                MAX  MIN         WIND                  DOM
DAY  TEMP  HIGH    TIME   LOW    TIME     RH   RH  RAIN  SPEED   HIGH    TIME   DIR
-----------------------------------------------------------------------------------
01   14.3  16.7   13:20  12.1   07:40     78   43   0.8   11.8   40.2   13:50   NNW
02   15.4  18.4   13:40  11.8   05:50     76   56   0.0    3.9   20.9   03:30   SSE
03   17.5  19.4   11:00  14.5   03:50     83   67   0.2   14.0   45.1   23:00   SSE
04   17.9  19.4   12:00  15.5   08:00     91   76  30.0   23.4   64.4   21:30   SSE
05   16.8  19.0   12:00  14.5   05:10     92   71  23.2    8.3   59.5   00:10   SSE
06   17.4  19.6   12:20  15.1   01:10     90   68   7.8   18.8   59.5   21:50   SSE
07   16.4  19.1   11:10  13.1   00:00     83   59  17.0   22.9   78.9   06:30   SSE
08   13.8  16.5   12:40  11.8   06:30     90   57   4.2    7.5   40.2   17:20   NNW
09   15.6  17.9   13:30  11.9   05:00     88   62   1.6    5.5   37.0   19:40   SSE
10   18.2  19.7   13:30  17.4   23:50     83   70   3.2   30.9   64.4   17:30   SSE
11   17.8  19.4   12:20  15.4   06:30     84   68   0.0   15.1   41.8   20:00   SSE
12   18.6  19.8   12:00  17.8   23:20     85   62   0.0   21.7   43.5   06:10   SSE
13   17.0  19.9   14:20  13.9   22:40     79   52   0.4    7.2   25.7   04:00     S
14   14.5  17.7   12:30  12.4   23:00     80   53   0.4    3.2   30.6   13:50   NNW
15   14.2  16.6   13:10  12.1   06:00     73   54   0.0    6.4   25.7   00:10   NNW
16   12.9  15.2   11:30  10.7   23:50     75   57   0.0   13.2   38.6   23:50   NNW
17   11.5  13.7   13:00  10.2   06:30     69   49   0.0   17.0   48.3   13:30   NNW
18   11.5  13.8   10:40   9.5   15:50     91   59  36.8   11.2   49.9   02:50   NNW
19   11.0  13.1   15:30   8.6   01:10     83   62   4.4    9.4   37.0   10:30   NNW
20   11.8  13.9   12:30   9.4   06:30     73   56   0.0   11.1   40.2   10:00   NNW
21   12.3  15.8   11:30   9.4   23:20     77   55   0.4    7.4   30.6   11:30   NNW
22   10.4  12.7   13:50   8.4   03:50     64   47   0.0   14.1   46.7   16:30   NNW
23   10.0  12.1   14:10   8.5   05:50     57   38   0.0   20.2   53.1   13:00   NNW
24   11.2  14.9   13:30   7.9   05:50     69   37   0.0    8.8   45.1   00:30   NNW
25   13.4  16.4   12:20  11.2   01:20     88   69   0.6    1.9   19.3   12:20     N
26   14.9  18.0   12:00  12.6   05:20     78   55   0.0    3.2   27.4   10:50     S
27   15.4  17.7   11:20  12.5   07:10     81   61   0.0    4.5   32.2   23:40   SSE
28   15.8  17.1   13:20  12.0   18:40     87   63  99.0   17.8   46.7   22:30   SSE
29   16.2  17.8   11:20  13.9   00:40     88   62  22.6   29.1   66.0   10:50   SSE
30   14.2  16.2   01:30  11.8   08:00     92   80  26.0    9.4   48.3   23:00   NNW
31   16.8  17.9   14:40  14.9   00:10     87   68   3.0   19.5   67.6   13:00     W
-----------------------------------------------------------------------------------
     14.7  19.9      13   7.9      24   81.1 59.2 281.6   12.8   78.9       7   NNW
