                    MONTHLY CLIMATOLOGICAL SUMMARY for JUN. 2022                    
                                                                                    
NAME: Lindos         ELEV: 45   m     LAT: 36deg 06min     LONG: 28deg 06min
                                                                                   
                 TEMPERATURE (`C), RAIN  (mm), WIND SPEED (km/hr)                  
                                                                                   
                                                           AVG                     
     MEAN                                MAX  MIN         WIND                  DOM
DAY  TEMP  HIGH    TIME   LOW    TIME     RH   RH  RAIN  SPEED   HIGH    TIME   DIR
-----------------------------------------------------------------------------------
01   27.5  32.2   10:50  24.4   22:20     76   35   0.0   10.7   37.0   05:00   NNW
02   26.4  28.8   17:10  23.8   01:20     76   43   0.0    7.5   27.4   23:40   SSE
03   26.0  29.3   14:10  23.6   07:20     87   49   0.0    5.2   24.1   01:40   SSE
04   25.6  29.2   18:40  22.9   05:20     86   58   0.0    7.3   29.0   15:30   NNW
05   25.9  30.9   17:10  23.1   06:10     84   54   0.0    7.3   27.4   14:40   NNW
06   27.8  32.3   18:30  23.2   06:30     77   36   0.0    6.2   32.2   22:50   NNW
07   28.0  31.2   14:10  24.9   00:00     57   29   0.0   18.6   45.1   14:30   NNW
08   26.1  30.9   15:00  22.6   05:30     63   35   0.0    7.5   30.6   17:10   NNW
09   26.4  32.1   14:50  23.6   05:50     72   36   0.0    9.5   35.4   15:10     S
10   24.0  26.3   12:10  21.5   05:20     85   66   0.0   10.2   35.4   15:10   SSE
11   25.1  29.4   15:50  22.9   23:20     86   45   0.0   12.2   41.8   09:40   SSE
12   24.7  28.7   14:40  21.7   04:50     79   44   0.0   12.8   53.1   22:20    NW
13   25.6  30.3   15:50  22.2   05:50     76   51   0.0   11.4   37.0   01:00    NW
14   25.4  27.8   11:10  23.2   06:40     78   60   0.0    5.9   20.9   15:10   SSE
15   25.5  27.8   14:20  23.2   04:20     82   67   0.0    5.9   27.4   14:10     N
16   27.4  33.3   17:00  23.4   05:00     78   44   0.0    6.3   25.7   14:10    SE
17   29.3  34.6   15:30  26.4   02:40     61   31   0.0   10.6   37.0   23:10   NNW
18   29.2  34.4   14:50  26.1   23:30     61   39   0.0   11.3   37.0   00:50    NW
19   28.6  34.6   17:10  25.4   00:00     65   43   0.0    5.9   27.4   15:30   SSE
20   27.0  31.2   10:50  23.9   00:00     67   35   0.0    5.9   30.6   17:40    SE
21   26.3  30.6   16:00  22.0   05:50     64   36   0.0   17.5   64.4   16:50    NW
22   30.1  34.4   15:10  25.6   03:50     50   32   0.0   21.7   54.7   18:00   NNW
23   32.8  36.5   15:40  28.6   06:50     44   28   0.0   13.8   41.8   00:30    NW
24   31.5  36.2   13:10  26.6   00:00     48   26   0.0   16.4   62.8   18:20    NW
25   28.3  32.4   14:50  24.9   05:40     47   30   0.2   21.1   51.5   18:20   NNW
26   29.5  33.4   14:20  26.9   05:50     51   30   0.2   15.8   48.3   20:50    NW
27   29.3  32.2   12:40  26.0   05:40     47   29   0.0   19.1   45.1   22:50   NNW
28   29.2  33.3   14:40  26.5   07:30     51   31   0.0   18.3   43.5   17:00   NNW
29   28.4  31.5   12:50  26.1   20:50     67   39   0.0    9.6   32.2   00:10   NNW
30   28.2  34.3   17:20  24.8   06:20     67   38   0.0    5.2   24.1   17:00   SSE
-----------------------------------------------------------------------------------
     27.5  36.5      23  21.5      10   67.7 40.6   0.4   11.2   64.4      21   NNW
