                    MONTHLY CLIMATOLOGICAL SUMMARY for MAY. 2023                    
                                                                                    
NAME: Lindos         ELEV: 45   m     LAT: 36deg 06min     LONG: 28deg 06min
                                                                                   
                 TEMPERATURE (`C), RAIN  (mm), WIND SPEED (km/hr)                  
                                                                                   
                                                           AVG                     
     MEAN                                MAX  MIN         WIND                  DOM
DAY  TEMP  HIGH    TIME   LOW    TIME     RH   RH  RAIN  SPEED   HIGH    TIME   DIR
-----------------------------------------------------------------------------------
01   18.2  20.0   13:20  15.8   02:50     74   46   0.0    6.6   22.5   04:40   NNW
02   18.4  20.8   15:00  16.1   05:00     84   59   0.0    4.7   24.1   17:00   SSE
03   19.5  21.8   14:00  17.0   05:50     90   32   0.0    5.0   24.1   12:20   SSE
04   19.8  22.7   09:20  16.7   01:50     84   54   1.2    8.4   37.0   10:40   NNW
05   20.9  25.5   16:00  17.8   05:00     78   40   1.6   18.9   72.4   16:30   NNW
06   19.3  22.7   15:10  17.2   06:00     87   62   1.6    7.4   30.6   12:20   SSE
07   19.7  22.9   18:00  16.8   05:30     86   57   0.0    6.1   27.4   22:10   SSE
08   21.6  25.2   11:20  18.7   03:40     84   42   0.0    7.1   25.7   04:50   SSE
09   20.6  22.6   11:50  17.9   06:00     81   57   0.0    7.1   27.4   13:40   SSE
10   20.5  22.8   17:30  18.3   06:30     85   56   0.0    4.3   24.1   16:00   SSE
11   21.3  25.1   13:50  19.1   05:40     70   49   0.0    9.0   46.7   18:00   NNW
12   20.8  25.1   13:50  17.9   23:50     68   46   0.0   12.8   40.2   11:10   NNW
13   21.2  26.1   15:40  16.8   05:10     71   43   0.0   17.9   53.1   16:30    NW
14   24.4  29.1   15:50  20.2   06:50     61   25   0.0   15.3   51.5   03:00   NNW
15   26.3  29.7   09:30  21.7   23:00     78   31   0.0    9.4   29.0   15:10   NNW
16   23.6  27.8   13:00  19.7   03:10     84   40   0.0    6.5   25.7   14:00     N
17   23.1  28.2   16:10  19.2   23:40     78   40   1.4   10.1   46.7   19:40   NNW
18   21.3  26.5   15:10  17.8   05:50     75   37   0.0    6.7   30.6   16:30    NW
19   21.2  24.4   13:30  19.1   05:50     73   44   0.0   19.0   54.7   18:20    NW
20   22.0  26.1   12:30  18.6   05:30     70   39   0.0   12.2   43.5   00:30   NNW
21   20.6  22.8   12:20  17.4   23:40     85   51   3.0    5.3   32.2   15:20   SSE
22   20.2  24.7   15:10  17.0   00:20     87   56   0.8    8.4   30.6   04:30   NNW
23   20.0  22.7   10:30  18.4   06:10     84   65   1.0    6.0   30.6   13:50   NNW
24   19.9  22.3   14:20  17.3   06:10     86   60   0.0    5.9   25.7   15:10   SSE
25   21.7  26.3   16:40  18.6   06:00     76   50   0.0    7.1   32.2   13:40   NNW
26   21.0  22.9   16:00  18.3   05:40     85   50   0.0    5.6   27.4   19:40   SSE
27   23.0  27.2   17:20  19.3   03:40     87   30   2.0    8.1   32.2   20:20   NNW
28   21.5  24.7   11:10  19.1   00:00     88   63   2.6    4.6   27.4   02:00   NNW
29   21.7  25.3   11:50  18.8   01:30     83   62   1.2    5.9   27.4   04:00   NNW
30   21.3  24.8   14:30  18.9   05:50     84   65   0.0    5.6   30.6   14:20   SSE
31   21.2  23.4   16:40  18.9   04:10     87   72   0.0    6.7   27.4   12:30   SSE
-----------------------------------------------------------------------------------
     21.1  29.7      15  15.8       1   80.4 49.1  16.4    8.5   72.4       5   NNW
