Ημερομηνία,Θέση στη Γραμμή,undefined,undefined
"Mar 31, 2019, 2:00:00 AM",24,point { size: 7; fill-color: #0094F2; },"Ημ/νία: 2019-03-31
Σημείο: 24 (Water)
AreaBGR: 65960.464"
"Mar 31, 2019, 2:00:00 AM",25,point { size: 7; fill-color: #0081E0; },"Ημ/νία: 2019-03-31
Σημείο: 25 (Water)
AreaBGR: 62210.464"
"Mar 31, 2019, 2:00:00 AM",26,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-03-31
Σημείο: 26 (Water)
AreaBGR: 64897.964"
"Mar 31, 2019, 2:00:00 AM",27,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-03-31
Σημείο: 27 (Water)
AreaBGR: 67522.964"
"Mar 31, 2019, 2:00:00 AM",28,point { size: 7; fill-color: #009FFD; },"Ημ/νία: 2019-03-31
Σημείο: 28 (Water)
AreaBGR: 68210.464"
"Mar 31, 2019, 2:00:00 AM",29,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-03-31
Σημείο: 29 (Water)
AreaBGR: 67147.964"
"Mar 31, 2019, 2:00:00 AM",30,point { size: 7; fill-color: #02A2FF; },"Ημ/νία: 2019-03-31
Σημείο: 30 (Water)
AreaBGR: 68397.964"
"Mar 31, 2019, 2:00:00 AM",31,point { size: 7; fill-color: #12ABFF; },"Ημ/νία: 2019-03-31
Σημείο: 31 (Water)
AreaBGR: 70460.464"
"Mar 31, 2019, 2:00:00 AM",32,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-03-31
Σημείο: 32 (Water)
AreaBGR: 65397.964"
"Mar 31, 2019, 2:00:00 AM",33,point { size: 7; fill-color: #0088E7; },"Ημ/νία: 2019-03-31
Σημείο: 33 (Water)
AreaBGR: 63647.964"
"Mar 31, 2019, 2:00:00 AM",34,point { size: 7; fill-color: #008CEB; },"Ημ/νία: 2019-03-31
Σημείο: 34 (Water)
AreaBGR: 64147.964"
"Mar 31, 2019, 2:00:00 AM",35,point { size: 7; fill-color: #008CEB; },"Ημ/νία: 2019-03-31
Σημείο: 35 (Water)
AreaBGR: 64585.464"
"Mar 31, 2019, 2:00:00 AM",36,point { size: 7; fill-color: #008CEB; },"Ημ/νία: 2019-03-31
Σημείο: 36 (Water)
AreaBGR: 64460.464"
"Mar 31, 2019, 2:00:00 AM",37,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-03-31
Σημείο: 37 (Water)
AreaBGR: 65022.964"
"Mar 31, 2019, 2:00:00 AM",38,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-03-31
Σημείο: 38 (Water)
AreaBGR: 69647.964"
"Mar 31, 2019, 2:00:00 AM",39,point { size: 7; fill-color: #0085E4; },"Ημ/νία: 2019-03-31
Σημείο: 39 (Water)
AreaBGR: 63335.464"
"Mar 31, 2019, 2:00:00 AM",40,point { size: 7; fill-color: #0085E4; },"Ημ/νία: 2019-03-31
Σημείο: 40 (Water)
AreaBGR: 63022.964"
"Mar 31, 2019, 2:00:00 AM",41,point { size: 7; fill-color: #0085E4; },"Ημ/νία: 2019-03-31
Σημείο: 41 (Water)
AreaBGR: 62835.464"
"Mar 31, 2019, 2:00:00 AM",42,point { size: 7; fill-color: #0097F6; },"Ημ/νία: 2019-03-31
Σημείο: 42 (Water)
AreaBGR: 66835.464"
"Mar 31, 2019, 2:00:00 AM",43,point { size: 7; fill-color: #006ECE; },"Ημ/νία: 2019-03-31
Σημείο: 43 (Water)
AreaBGR: 58647.964"
"Mar 31, 2019, 2:00:00 AM",44,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-03-31
Σημείο: 44 (Water)
AreaBGR: 65085.464"
"Mar 31, 2019, 2:00:00 AM",45,point { size: 7; fill-color: #0088E7; },"Ημ/νία: 2019-03-31
Σημείο: 45 (Water)
AreaBGR: 64022.964"
"Mar 31, 2019, 2:00:00 AM",46,point { size: 7; fill-color: #0081E0; },"Ημ/νία: 2019-03-31
Σημείο: 46 (Water)
AreaBGR: 62335.464"
"Mar 31, 2019, 2:00:00 AM",47,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-03-31
Σημείο: 47 (Water)
AreaBGR: 67022.964"
"Mar 31, 2019, 2:00:00 AM",48,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-03-31
Σημείο: 48 (Water)
AreaBGR: 65460.464"
"Mar 31, 2019, 2:00:00 AM",49,point { size: 7; fill-color: #0079D9; },"Ημ/νία: 2019-03-31
Σημείο: 49 (Water)
AreaBGR: 60897.964"
"Apr 15, 2019, 3:00:00 AM",0,point { size: 7; fill-color: #30BCFF; },"Ημ/νία: 2019-04-15
Σημείο: 0 (Water)
AreaBGR: 75022.964"
"Apr 15, 2019, 3:00:00 AM",1,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-15
Σημείο: 1 (Water)
AreaBGR: 69147.964"
"Apr 15, 2019, 3:00:00 AM",2,point { size: 7; fill-color: #002379; },"Ημ/νία: 2019-04-15
Σημείο: 2 (Water)
AreaBGR: 43272.964"
"Apr 15, 2019, 3:00:00 AM",3,point { size: 7; fill-color: #0058B9; },"Ημ/νία: 2019-04-15
Σημείο: 3 (Water)
AreaBGR: 55085.464"
"Apr 15, 2019, 3:00:00 AM",4,point { size: 7; fill-color: #003F9B; },"Ημ/νία: 2019-04-15
Σημείο: 4 (Water)
AreaBGR: 49085.464"
"Apr 15, 2019, 3:00:00 AM",5,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 5 (Land)"
"Apr 15, 2019, 3:00:00 AM",6,point { size: 7; fill-color: #003993; },"Ημ/νία: 2019-04-15
Σημείο: 6 (Water)
AreaBGR: 47585.464"
"Apr 15, 2019, 3:00:00 AM",7,point { size: 7; fill-color: #0000ff; },"Ημ/νία: 2019-04-15
Σημείο: 7 (Water)
AreaBGR: 20085.464
[OUT OF RANGE]"
"Apr 15, 2019, 3:00:00 AM",8,point { size: 7; fill-color: #0085E4; },"Ημ/νία: 2019-04-15
Σημείο: 8 (Water)
AreaBGR: 62772.964"
"Apr 15, 2019, 3:00:00 AM",9,point { size: 7; fill-color: #69DAFF; },"Ημ/νία: 2019-04-15
Σημείο: 9 (Water)
AreaBGR: 82335.464"
"Apr 15, 2019, 3:00:00 AM",10,point { size: 7; fill-color: #0097F6; },"Ημ/νία: 2019-04-15
Σημείο: 10 (Water)
AreaBGR: 66772.964"
"Apr 15, 2019, 3:00:00 AM",11,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 11 (Land)"
"Apr 15, 2019, 3:00:00 AM",12,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 12 (Land)"
"Apr 15, 2019, 3:00:00 AM",13,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 13 (Land)"
"Apr 15, 2019, 3:00:00 AM",14,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 14 (Land)"
"Apr 15, 2019, 3:00:00 AM",15,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 15 (Land)"
"Apr 15, 2019, 3:00:00 AM",16,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 16 (Land)"
"Apr 15, 2019, 3:00:00 AM",17,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 17 (Land)"
"Apr 15, 2019, 3:00:00 AM",18,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 18 (Land)"
"Apr 15, 2019, 3:00:00 AM",19,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 19 (Land)"
"Apr 15, 2019, 3:00:00 AM",20,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 20 (Land)"
"Apr 15, 2019, 3:00:00 AM",21,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 21 (Land)"
"Apr 15, 2019, 3:00:00 AM",22,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 22 (Land)"
"Apr 15, 2019, 3:00:00 AM",23,point { size: 7; fill-color: #BCF0FF; },"Ημ/νία: 2019-04-15
Σημείο: 23 (Water)
AreaBGR: 93272.964"
"Apr 15, 2019, 3:00:00 AM",24,point { size: 7; fill-color: #005BBC; },"Ημ/νία: 2019-04-15
Σημείο: 24 (Water)
AreaBGR: 55522.964"
"Apr 15, 2019, 3:00:00 AM",25,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-04-15
Σημείο: 25 (Water)
AreaBGR: 65147.964"
"Apr 15, 2019, 3:00:00 AM",26,point { size: 7; fill-color: #0085E4; },"Ημ/νία: 2019-04-15
Σημείο: 26 (Water)
AreaBGR: 62772.964"
"Apr 15, 2019, 3:00:00 AM",27,point { size: 7; fill-color: #17ADFF; },"Ημ/νία: 2019-04-15
Σημείο: 27 (Water)
AreaBGR: 71522.964"
"Apr 15, 2019, 3:00:00 AM",28,point { size: 7; fill-color: #0000ff; },"Ημ/νία: 2019-04-15
Σημείο: 28 (Water)
AreaBGR: 31022.964
[OUT OF RANGE]"
"Apr 15, 2019, 3:00:00 AM",29,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 29 (Land)"
"Apr 15, 2019, 3:00:00 AM",30,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 30 (Land)"
"Apr 15, 2019, 3:00:00 AM",31,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 31 (Land)"
"Apr 15, 2019, 3:00:00 AM",32,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 32 (Land)"
"Apr 15, 2019, 3:00:00 AM",33,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 33 (Land)"
"Apr 15, 2019, 3:00:00 AM",34,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 34 (Land)"
"Apr 15, 2019, 3:00:00 AM",35,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 35 (Land)"
"Apr 15, 2019, 3:00:00 AM",36,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 36 (Land)"
"Apr 15, 2019, 3:00:00 AM",37,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 37 (Land)"
"Apr 15, 2019, 3:00:00 AM",38,point { size: 7; fill-color: #0000ff; },"Ημ/νία: 2019-04-15
Σημείο: 38 (Water)
AreaBGR: 36710.464
[OUT OF RANGE]"
"Apr 15, 2019, 3:00:00 AM",39,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 39 (Land)"
"Apr 15, 2019, 3:00:00 AM",40,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-15
Σημείο: 40 (Land)"
"Apr 15, 2019, 3:00:00 AM",41,point { size: 7; fill-color: #5AD2FF; },"Ημ/νία: 2019-04-15
Σημείο: 41 (Water)
AreaBGR: 80147.964"
"Apr 15, 2019, 3:00:00 AM",42,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-15
Σημείο: 42 (Water)
AreaBGR: 69897.964"
"Apr 15, 2019, 3:00:00 AM",43,point { size: 7; fill-color: #006ACB; },"Ημ/νία: 2019-04-15
Σημείο: 43 (Water)
AreaBGR: 58022.964"
"Apr 15, 2019, 3:00:00 AM",44,point { size: 7; fill-color: #21B3FF; },"Ημ/νία: 2019-04-15
Σημείο: 44 (Water)
AreaBGR: 72772.964"
"Apr 15, 2019, 3:00:00 AM",45,point { size: 7; fill-color: #2BB9FF; },"Ημ/νία: 2019-04-15
Σημείο: 45 (Water)
AreaBGR: 74022.964"
"Apr 15, 2019, 3:00:00 AM",46,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-15
Σημείο: 46 (Water)
AreaBGR: 69647.964"
"Apr 15, 2019, 3:00:00 AM",47,point { size: 7; fill-color: #02A2FF; },"Ημ/νία: 2019-04-15
Σημείο: 47 (Water)
AreaBGR: 68835.464"
"Apr 15, 2019, 3:00:00 AM",48,point { size: 7; fill-color: #0094F2; },"Ημ/νία: 2019-04-15
Σημείο: 48 (Water)
AreaBGR: 65897.964"
"Apr 15, 2019, 3:00:00 AM",49,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-15
Σημείο: 49 (Water)
AreaBGR: 70147.964"
"Apr 20, 2019, 3:00:00 AM",0,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 0 (Water)
AreaBGR: 67147.964"
"Apr 20, 2019, 3:00:00 AM",1,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 1 (Water)
AreaBGR: 67522.964"
"Apr 20, 2019, 3:00:00 AM",2,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 2 (Water)
AreaBGR: 69022.964"
"Apr 20, 2019, 3:00:00 AM",3,point { size: 7; fill-color: #0094F2; },"Ημ/νία: 2019-04-20
Σημείο: 3 (Water)
AreaBGR: 65835.464"
"Apr 20, 2019, 3:00:00 AM",4,point { size: 7; fill-color: #0088E7; },"Ημ/νία: 2019-04-20
Σημείο: 4 (Water)
AreaBGR: 64085.464"
"Apr 20, 2019, 3:00:00 AM",5,point { size: 7; fill-color: #02A2FF; },"Ημ/νία: 2019-04-20
Σημείο: 5 (Water)
AreaBGR: 68272.964"
"Apr 20, 2019, 3:00:00 AM",6,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 6 (Water)
AreaBGR: 67272.964"
"Apr 20, 2019, 3:00:00 AM",7,point { size: 7; fill-color: #008CEB; },"Ημ/νία: 2019-04-20
Σημείο: 7 (Water)
AreaBGR: 64335.464"
"Apr 20, 2019, 3:00:00 AM",8,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-04-20
Σημείο: 8 (Water)
AreaBGR: 65335.464"
"Apr 20, 2019, 3:00:00 AM",9,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 9 (Water)
AreaBGR: 68960.464"
"Apr 20, 2019, 3:00:00 AM",10,point { size: 7; fill-color: #0090EF; },"Ημ/νία: 2019-04-20
Σημείο: 10 (Water)
AreaBGR: 65022.964"
"Apr 20, 2019, 3:00:00 AM",11,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 11 (Water)
AreaBGR: 69272.964"
"Apr 20, 2019, 3:00:00 AM",12,point { size: 7; fill-color: #0097F6; },"Ημ/νία: 2019-04-20
Σημείο: 12 (Water)
AreaBGR: 66397.964"
"Apr 20, 2019, 3:00:00 AM",13,point { size: 7; fill-color: #009FFD; },"Ημ/νία: 2019-04-20
Σημείο: 13 (Water)
AreaBGR: 67647.964"
"Apr 20, 2019, 3:00:00 AM",14,point { size: 7; fill-color: #009FFD; },"Ημ/νία: 2019-04-20
Σημείο: 14 (Water)
AreaBGR: 67835.464"
"Apr 20, 2019, 3:00:00 AM",15,point { size: 7; fill-color: #21B3FF; },"Ημ/νία: 2019-04-20
Σημείο: 15 (Water)
AreaBGR: 72585.464"
"Apr 20, 2019, 3:00:00 AM",16,point { size: 7; fill-color: #12ABFF; },"Ημ/νία: 2019-04-20
Σημείο: 16 (Water)
AreaBGR: 70522.964"
"Apr 20, 2019, 3:00:00 AM",17,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 17 (Water)
AreaBGR: 68960.464"
"Apr 20, 2019, 3:00:00 AM",18,point { size: 7; fill-color: #009FFD; },"Ημ/νία: 2019-04-20
Σημείο: 18 (Water)
AreaBGR: 68085.464"
"Apr 20, 2019, 3:00:00 AM",19,point { size: 7; fill-color: #1CB0FF; },"Ημ/νία: 2019-04-20
Σημείο: 19 (Water)
AreaBGR: 71772.964"
"Apr 20, 2019, 3:00:00 AM",20,point { size: 7; fill-color: #1CB0FF; },"Ημ/νία: 2019-04-20
Σημείο: 20 (Water)
AreaBGR: 72147.964"
"Apr 20, 2019, 3:00:00 AM",21,point { size: 7; fill-color: #1CB0FF; },"Ημ/νία: 2019-04-20
Σημείο: 21 (Water)
AreaBGR: 72022.964"
"Apr 20, 2019, 3:00:00 AM",22,point { size: 7; fill-color: #1CB0FF; },"Ημ/νία: 2019-04-20
Σημείο: 22 (Water)
AreaBGR: 71897.964"
"Apr 20, 2019, 3:00:00 AM",23,point { size: 7; fill-color: #0094F2; },"Ημ/νία: 2019-04-20
Σημείο: 23 (Water)
AreaBGR: 66085.464"
"Apr 20, 2019, 3:00:00 AM",24,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 24 (Water)
AreaBGR: 67022.964"
"Apr 20, 2019, 3:00:00 AM",25,point { size: 7; fill-color: #02A2FF; },"Ημ/νία: 2019-04-20
Σημείο: 25 (Water)
AreaBGR: 68897.964"
"Apr 20, 2019, 3:00:00 AM",26,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 26 (Water)
AreaBGR: 69022.964"
"Apr 20, 2019, 3:00:00 AM",27,point { size: 7; fill-color: #0097F6; },"Ημ/νία: 2019-04-20
Σημείο: 27 (Water)
AreaBGR: 66522.964"
"Apr 20, 2019, 3:00:00 AM",28,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-20
Σημείο: 28 (Water)
AreaBGR: 70210.464"
"Apr 20, 2019, 3:00:00 AM",29,point { size: 7; fill-color: #07A5FF; },"Ημ/νία: 2019-04-20
Σημείο: 29 (Water)
AreaBGR: 69085.464"
"Apr 20, 2019, 3:00:00 AM",30,point { size: 7; fill-color: #02A2FF; },"Ημ/νία: 2019-04-20
Σημείο: 30 (Water)
AreaBGR: 68835.464"
"Apr 20, 2019, 3:00:00 AM",31,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 31 (Water)
AreaBGR: 67335.464"
"Apr 20, 2019, 3:00:00 AM",32,point { size: 7; fill-color: #12ABFF; },"Ημ/νία: 2019-04-20
Σημείο: 32 (Water)
AreaBGR: 70897.964"
"Apr 20, 2019, 3:00:00 AM",33,point { size: 7; fill-color: #2BB9FF; },"Ημ/νία: 2019-04-20
Σημείο: 33 (Water)
AreaBGR: 74335.464"
"Apr 20, 2019, 3:00:00 AM",34,point { size: 7; fill-color: #17ADFF; },"Ημ/νία: 2019-04-20
Σημείο: 34 (Water)
AreaBGR: 71585.464"
"Apr 20, 2019, 3:00:00 AM",35,point { size: 7; fill-color: #36BEFF; },"Ημ/νία: 2019-04-20
Σημείο: 35 (Water)
AreaBGR: 75272.964"
"Apr 20, 2019, 3:00:00 AM",36,point { size: 7; fill-color: #008CEB; },"Ημ/νία: 2019-04-20
Σημείο: 36 (Water)
AreaBGR: 64647.964"
"Apr 20, 2019, 3:00:00 AM",37,point { size: 7; fill-color: #12ABFF; },"Ημ/νία: 2019-04-20
Σημείο: 37 (Water)
AreaBGR: 70772.964"
"Apr 20, 2019, 3:00:00 AM",38,point { size: 7; fill-color: #21B3FF; },"Ημ/νία: 2019-04-20
Σημείο: 38 (Water)
AreaBGR: 72460.464"
"Apr 20, 2019, 3:00:00 AM",39,point { size: 7; fill-color: #26B6FF; },"Ημ/νία: 2019-04-20
Σημείο: 39 (Water)
AreaBGR: 73210.464"
"Apr 20, 2019, 3:00:00 AM",40,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-20
Σημείο: 40 (Water)
AreaBGR: 69960.464"
"Apr 20, 2019, 3:00:00 AM",41,point { size: 7; fill-color: #30BCFF; },"Ημ/νία: 2019-04-20
Σημείο: 41 (Water)
AreaBGR: 75085.464"
"Apr 20, 2019, 3:00:00 AM",42,point { size: 7; fill-color: #17ADFF; },"Ημ/νία: 2019-04-20
Σημείο: 42 (Water)
AreaBGR: 71147.964"
"Apr 20, 2019, 3:00:00 AM",43,point { size: 7; fill-color: #2BB9FF; },"Ημ/νία: 2019-04-20
Σημείο: 43 (Water)
AreaBGR: 73772.964"
"Apr 20, 2019, 3:00:00 AM",44,point { size: 7; fill-color: #009BF9; },"Ημ/νία: 2019-04-20
Σημείο: 44 (Water)
AreaBGR: 67022.964"
"Apr 20, 2019, 3:00:00 AM",45,point { size: 7; fill-color: #12ABFF; },"Ημ/νία: 2019-04-20
Σημείο: 45 (Water)
AreaBGR: 70397.964"
"Apr 20, 2019, 3:00:00 AM",46,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-20
Σημείο: 46 (Water)
AreaBGR: 70085.464"
"Apr 20, 2019, 3:00:00 AM",47,point { size: 7; fill-color: #2BB9FF; },"Ημ/νία: 2019-04-20
Σημείο: 47 (Water)
AreaBGR: 74272.964"
"Apr 20, 2019, 3:00:00 AM",48,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-20
Σημείο: 48 (Water)
AreaBGR: 70085.464"
"Apr 20, 2019, 3:00:00 AM",49,point { size: 7; fill-color: #0CA8FF; },"Ημ/νία: 2019-04-20
Σημείο: 49 (Water)
AreaBGR: 69647.964"
"Apr 25, 2019, 3:00:00 AM",0,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 0 (Land)"
"Apr 25, 2019, 3:00:00 AM",1,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 1 (Land)"
"Apr 25, 2019, 3:00:00 AM",2,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 2 (Land)"
"Apr 25, 2019, 3:00:00 AM",3,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 3 (Land)"
"Apr 25, 2019, 3:00:00 AM",4,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 4 (Land)"
"Apr 25, 2019, 3:00:00 AM",5,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 5 (Land)"
"Apr 25, 2019, 3:00:00 AM",6,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 6 (Land)"
"Apr 25, 2019, 3:00:00 AM",7,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 7 (Land)"
"Apr 25, 2019, 3:00:00 AM",8,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 8 (Land)"
"Apr 25, 2019, 3:00:00 AM",9,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 9 (Land)"
"Apr 25, 2019, 3:00:00 AM",10,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 10 (Land)"
"Apr 25, 2019, 3:00:00 AM",11,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 11 (Land)"
"Apr 25, 2019, 3:00:00 AM",12,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 12 (Land)"
"Apr 25, 2019, 3:00:00 AM",13,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 13 (Land)"
"Apr 25, 2019, 3:00:00 AM",14,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 14 (Land)"
"Apr 25, 2019, 3:00:00 AM",15,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 15 (Land)"
"Apr 25, 2019, 3:00:00 AM",16,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 16 (Land)"
"Apr 25, 2019, 3:00:00 AM",17,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 17 (Land)"
"Apr 25, 2019, 3:00:00 AM",18,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 18 (Land)"
"Apr 25, 2019, 3:00:00 AM",19,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 19 (Land)"
"Apr 25, 2019, 3:00:00 AM",20,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 20 (Land)"
"Apr 25, 2019, 3:00:00 AM",21,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 21 (Land)"
"Apr 25, 2019, 3:00:00 AM",22,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 22 (Land)"
"Apr 25, 2019, 3:00:00 AM",23,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 23 (Land)"
"Apr 25, 2019, 3:00:00 AM",24,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 24 (Land)"
"Apr 25, 2019, 3:00:00 AM",25,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 25 (Land)"
"Apr 25, 2019, 3:00:00 AM",26,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 26 (Land)"
"Apr 25, 2019, 3:00:00 AM",27,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 27 (Land)"
"Apr 25, 2019, 3:00:00 AM",28,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 28 (Land)"
"Apr 25, 2019, 3:00:00 AM",29,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 29 (Land)"
"Apr 25, 2019, 3:00:00 AM",30,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 30 (Land)"
"Apr 25, 2019, 3:00:00 AM",31,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 31 (Land)"
"Apr 25, 2019, 3:00:00 AM",32,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 32 (Land)"
"Apr 25, 2019, 3:00:00 AM",33,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 33 (Land)"
"Apr 25, 2019, 3:00:00 AM",34,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 34 (Land)"
"Apr 25, 2019, 3:00:00 AM",35,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 35 (Land)"
"Apr 25, 2019, 3:00:00 AM",36,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 36 (Land)"
"Apr 25, 2019, 3:00:00 AM",37,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 37 (Land)"
"Apr 25, 2019, 3:00:00 AM",38,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 38 (Land)"
"Apr 25, 2019, 3:00:00 AM",39,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 39 (Land)"
"Apr 25, 2019, 3:00:00 AM",40,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 40 (Land)"
"Apr 25, 2019, 3:00:00 AM",41,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 41 (Land)"
"Apr 25, 2019, 3:00:00 AM",42,point { size: 7; fill-color: #6b7280; },"Ημ/νία: 2019-04-25
Σημείο: 42 (Land)"
