Date,Field turbidity (1m NTU),Satellite raw value
"Sep 11, 2021, 3:00:00 AM",,-0.473
"Oct 1, 2021, 3:00:00 AM",,-0.398
"Oct 11, 2021, 3:00:00 AM",,-0.368
"Oct 21, 2021, 3:00:00 AM",,-0.333
"Oct 26, 2021, 3:00:00 AM",,-0.325
"Nov 10, 2021, 2:00:00 AM",,-0.177
"Nov 15, 2021, 2:00:00 AM",,-0.207
"Nov 20, 2021, 2:00:00 AM",,-0.349
"Nov 25, 2021, 2:00:00 AM",,-0.308
"Dec 5, 2021, 2:00:00 AM",,-0.348
"Dec 20, 2021, 2:00:00 AM",,-0.159
"Jan 14, 2022, 2:00:00 AM",,-0.406
"Jan 19, 2022, 2:00:00 AM",,-0.418
"Feb 18, 2022, 2:00:00 AM",,-0.494
"Mar 15, 2022, 2:00:00 AM",,-0.382
"Mar 20, 2022, 2:00:00 AM",,-0.034
"Mar 25, 2022, 2:00:00 AM",,-0.279
"Mar 30, 2022, 3:00:00 AM",,-0.19
"Apr 9, 2022, 3:00:00 AM",,-0.336
"Apr 14, 2022, 3:00:00 AM",,-0.309
"Apr 19, 2022, 3:00:00 AM",,-0.165
"Apr 24, 2022, 3:00:00 AM",,-0.149
"May 4, 2022, 3:00:00 AM",,-0.088
"May 9, 2022, 3:00:00 AM",,-0.024
"May 19, 2022, 3:00:00 AM",,-0.065
"May 24, 2022, 3:00:00 AM",,-0.073
"May 29, 2022, 3:00:00 AM",,-0.105
"Jun 3, 2022, 3:00:00 AM",,-0.129
"Jun 8, 2022, 3:00:00 AM",,-0.227
"Jun 13, 2022, 3:00:00 AM",,-0.342
"Jun 18, 2022, 3:00:00 AM",,-0.269
"Jun 23, 2022, 3:00:00 AM",,-0.054
"Jun 28, 2022, 3:00:00 AM",,-0.182
"Jul 3, 2022, 3:00:00 AM",,-0.193
"Jul 8, 2022, 3:00:00 AM",,-0.16
"Jul 13, 2022, 3:00:00 AM",,-0.16
"Jul 18, 2022, 3:00:00 AM",,-0.222
"Aug 7, 2022, 3:00:00 AM",,-0.315
"Aug 12, 2022, 3:00:00 AM",,-0.386
"Aug 22, 2022, 3:00:00 AM",,-0.34
"Aug 27, 2022, 3:00:00 AM",,-0.109
"Sep 1, 2022, 3:00:00 AM",,-0.398
"Sep 21, 2022, 3:00:00 AM",,-0.421
"Oct 6, 2022, 3:00:00 AM",,0.132
"Oct 16, 2022, 3:00:00 AM",,-0.034
"Nov 5, 2022, 2:00:00 AM",,-0.197
"Dec 5, 2022, 2:00:00 AM",,-0.49
"Dec 20, 2022, 2:00:00 AM",,-0.397
"Dec 25, 2022, 2:00:00 AM",,-0.413
"Jan 4, 2023, 2:00:00 AM",,-0.485
"Jan 9, 2023, 2:00:00 AM",,-0.415
"Mar 10, 2023, 2:00:00 AM",,-0.447
"Mar 15, 2023, 2:00:00 AM",,-0.303
"Mar 20, 2023, 2:00:00 AM",,-0.356
"Mar 25, 2023, 2:00:00 AM",,-0.48
"Mar 30, 2023, 3:00:00 AM",,-0.254
"Apr 19, 2023, 3:00:00 AM",,-0.166
"Apr 24, 2023, 3:00:00 AM",,-0.18
"Apr 29, 2023, 3:00:00 AM",,-0.125
"May 14, 2023, 3:00:00 AM",,-0.187
"May 24, 2023, 3:00:00 AM",,-0.104
"May 29, 2023, 3:00:00 AM",,-0.075
"Jun 3, 2023, 3:00:00 AM",,-0.039
"Jun 13, 2023, 3:00:00 AM",,-0.138
"Jun 18, 2023, 3:00:00 AM",,-0.061
"Jun 23, 2023, 3:00:00 AM",,-0.177
"Jun 28, 2023, 3:00:00 AM",,-0.082
"Jul 3, 2023, 3:00:00 AM",,-0.118
"Jul 8, 2023, 3:00:00 AM",,-0.16
"Jul 13, 2023, 3:00:00 AM",,-0.298
"Jul 18, 2023, 3:00:00 AM",,-0.09
"Jul 23, 2023, 3:00:00 AM",,-0.072
"Jul 28, 2023, 3:00:00 AM",,-0.159
"Aug 2, 2023, 3:00:00 AM",,-0.22
"Aug 7, 2023, 3:00:00 AM",,0
"Sep 1, 2023, 3:00:00 AM",,0.058
"Oct 1, 2023, 3:00:00 AM",,-0.328
"Oct 21, 2023, 3:00:00 AM",,-0.32
"Oct 31, 2023, 2:00:00 AM",,-0.4
"Nov 5, 2023, 2:00:00 AM",,-0.05
"Nov 15, 2023, 2:00:00 AM",,-0.316
"Nov 20, 2023, 2:00:00 AM",,-0.37
"Nov 30, 2023, 2:00:00 AM",,-0.112
"Dec 25, 2023, 2:00:00 AM",,-0.397
"Jan 14, 2024, 2:00:00 AM",,-0.364
"Jan 24, 2024, 2:00:00 AM",,-0.393
"Jan 29, 2024, 2:00:00 AM",,-0.415
"Feb 3, 2024, 2:00:00 AM",,-0.426
"Feb 18, 2024, 2:00:00 AM",,-0.302
"Mar 4, 2024, 2:00:00 AM",,0.004
"Mar 9, 2024, 2:00:00 AM",,-0.329
"Mar 19, 2024, 2:00:00 AM",,-0.217
"Mar 29, 2024, 2:00:00 AM",,-0.283
"Apr 8, 2024, 3:00:00 AM",,-0.448
"Apr 13, 2024, 3:00:00 AM",,-0.397
"Apr 18, 2024, 3:00:00 AM",,-0.39
"Apr 28, 2024, 3:00:00 AM",,-0.125
"May 3, 2024, 3:00:00 AM",,-0.069
"May 8, 2024, 3:00:00 AM",,-0.111
"May 13, 2024, 3:00:00 AM",,-0.075
"May 23, 2024, 3:00:00 AM",,-0.108
"May 28, 2024, 3:00:00 AM",,-0.176
"Jun 2, 2024, 3:00:00 AM",,-0.138
"Jun 12, 2024, 3:00:00 AM",,-0.094
"Jun 17, 2024, 3:00:00 AM",,-0.158
"Jun 22, 2024, 3:00:00 AM",,-0.114
"Jun 27, 2024, 3:00:00 AM",,-0.117
"Jul 2, 2024, 3:00:00 AM",,-0.093
"Jul 7, 2024, 3:00:00 AM",,-0.234
"Jul 12, 2024, 3:00:00 AM",,-0.29
"Jul 27, 2024, 3:00:00 AM",,-0.442
"Aug 6, 2024, 3:00:00 AM",,-0.255
"Aug 11, 2024, 3:00:00 AM",,-0.093
"Aug 16, 2024, 3:00:00 AM",,-0.346
"Aug 21, 2024, 3:00:00 AM",,-0.343
"Aug 31, 2024, 3:00:00 AM",,-0.256
"Sep 5, 2024, 3:00:00 AM",,-0.119
"Sep 15, 2024, 3:00:00 AM",,-0.158
"Nov 19, 2024, 2:00:00 AM",,-0.354
"Nov 24, 2024, 2:00:00 AM",,-0.41
"Nov 29, 2024, 2:00:00 AM",,-0.459
"Dec 4, 2024, 2:00:00 AM",,-0.215
"Dec 14, 2024, 2:00:00 AM",,-0.411
"Dec 19, 2024, 2:00:00 AM",,-0.044
"Feb 2, 2025, 2:00:00 AM",,0
"Feb 7, 2025, 2:00:00 AM",,-0.397
"Feb 12, 2025, 2:00:00 AM",,-0.301
"Feb 22, 2025, 2:00:00 AM",,-0.429
"Mar 14, 2025, 2:00:00 AM",,-0.458
"Mar 19, 2025, 2:00:00 AM",,-0.167
"Mar 21, 2025, 2:00:00 AM",,-0.317
"Apr 3, 2025, 3:00:00 AM",,-0.325
"Apr 10, 2025, 3:00:00 AM",,-0.186
"Apr 13, 2025, 3:00:00 AM",,-0.329
"Apr 20, 2025, 3:00:00 AM",,-0.423
"Apr 28, 2025, 3:00:00 AM",,-0.406
"May 3, 2025, 3:00:00 AM",,-0.315
"May 8, 2025, 3:00:00 AM",,-0.347
"May 13, 2025, 3:00:00 AM",,-0.212
"May 18, 2025, 3:00:00 AM",,-0.292
"May 20, 2025, 3:00:00 AM",,-0.169
"May 23, 2025, 3:00:00 AM",,-0.236
"May 28, 2025, 3:00:00 AM",,-0.197
"Jun 2, 2025, 3:00:00 AM",,-0.199
"Jun 7, 2025, 3:00:00 AM",,-0.221
"Jun 9, 2025, 3:00:00 AM",,-0.246
"Jun 12, 2025, 3:00:00 AM",,-0.231
"Jun 17, 2025, 3:00:00 AM",,-0.121
"Jun 19, 2025, 3:00:00 AM",,-0.327
"Jun 22, 2025, 3:00:00 AM",,-0.199
"Jun 27, 2025, 3:00:00 AM",,-0.321
"Jun 29, 2025, 3:00:00 AM",,-0.336
"Jul 2, 2025, 3:00:00 AM",,-0.201
"Jul 7, 2025, 3:00:00 AM",,-0.111
"Jul 9, 2025, 3:00:00 AM",,-0.312
"Jul 12, 2025, 3:00:00 AM",,-0.228
"Jul 17, 2025, 3:00:00 AM",,-0.193
"Aug 1, 2025, 3:00:00 AM",,-0.417
"Aug 21, 2025, 3:00:00 AM",,-0.434
"Aug 26, 2025, 3:00:00 AM",,0
"Sep 20, 2025, 3:00:00 AM",,-0.473
"Sep 25, 2025, 3:00:00 AM",,-0.459
"Sep 27, 2025, 3:00:00 AM",,-0.495
"Sep 30, 2025, 3:00:00 AM",,-0.471
"Oct 5, 2025, 3:00:00 AM",,-0.387
"Oct 10, 2025, 3:00:00 AM",,-0.412
"Oct 15, 2025, 3:00:00 AM",,-0.388
"Oct 17, 2025, 3:00:00 AM",,-0.328
"Oct 25, 2025, 3:00:00 AM",,-0.019
"Oct 27, 2025, 2:00:00 AM",,-0.024
"Oct 30, 2025, 2:00:00 AM",,-0.222
"Nov 4, 2025, 2:00:00 AM",,-0.44
"Nov 14, 2025, 2:00:00 AM",,-0.436
"Nov 26, 2025, 2:00:00 AM",4.38,-0.002
"Dec 9, 2025, 2:00:00 AM",5.206,-0.447
"Dec 14, 2025, 2:00:00 AM",1.853,-0.168
"Dec 16, 2025, 2:00:00 AM",1.853,-0.419
"Dec 19, 2025, 2:00:00 AM",1.853,-0.265
"Dec 26, 2025, 2:00:00 AM",,-0.331
"Dec 29, 2025, 2:00:00 AM",,-0.426
"Jan 13, 2026, 2:00:00 AM",2.95,-0.398
"Jan 28, 2026, 2:00:00 AM",2.25,-0.466
