date,height_filtered,,
1/3/2019,115.451425,,
1/4/2019,115.553866,,
1/9/2019,115.5652614,,
1/9/2019,115.6847766,,
1/10/2019,115.8298956,,
1/15/2019,115.9583782,,
1/15/2019,116.1365073,,
1/16/2019,116.3371092,,
1/21/2019,116.4783529,,
1/21/2019,116.7014883,,
1/22/2019,116.8439708,,
1/27/2019,116.9918465,,
1/27/2019,117.1368678,,
1/28/2019,117.2496506,,
2/2/2019,117.3187948,,
2/2/2019,117.401992,,
2/3/2019,117.4121437,,
2/8/2019,117.4436165,,
2/8/2019,117.451253,,
2/9/2019,117.3974476,,
2/14/2019,117.3295984,,
2/14/2019,117.2750199,,
2/20/2019,117.2553861,,
2/20/2019,117.2338496,,
2/21/2019,117.3349664,,
2/26/2019,117.2549766,,
2/27/2019,117.1959067,,
3/4/2019,117.1445904,,
3/4/2019,117.0997426,,
3/5/2019,117.0699805,,
3/10/2019,117.0212835,,
3/10/2019,117.0392923,,
3/11/2019,117.1675856,,
3/16/2019,117.1186254,,
3/16/2019,117.1149757,,
3/17/2019,117.0845816,,
3/22/2019,117.1355493,,
3/22/2019,117.0073534,,
3/23/2019,116.9541309,,
3/28/2019,116.9756913,,
3/28/2019,117.0368642,,
3/29/2019,117.0805834,,
4/3/2019,117.1688611,,
4/3/2019,117.0544383,,
4/4/2019,117.0506847,,
4/9/2019,117.0795015,,
4/9/2019,117.1381451,,
4/10/2019,117.1868757,,
4/15/2019,117.3096665,,
4/15/2019,117.4036515,,
4/16/2019,117.4717846,,
4/21/2019,117.377927,,
4/21/2019,117.4148288,,
4/22/2019,117.4039708,,
4/27/2019,117.4357156,,
4/27/2019,117.349379,,
4/28/2019,117.3551973,,
5/3/2019,117.373199,,
5/3/2019,117.3724719,,
5/4/2019,117.3492349,,
5/9/2019,117.3606183,,
5/9/2019,117.3156453,,
5/10/2019,117.2984852,,
5/15/2019,117.3343795,,
5/15/2019,117.3863485,,
5/16/2019,117.4040836,,
5/21/2019,117.4657377,,
5/21/2019,117.3888138,,
5/22/2019,117.3586851,,
5/27/2019,117.4217749,,
5/27/2019,117.41569,,
5/28/2019,117.3627245,,
6/2/2019,117.3831128,,
6/2/2019,117.3345462,,
6/3/2019,117.3149858,,
6/8/2019,117.2684069,,
6/8/2019,117.2318828,,
6/9/2019,117.1973529,,
6/14/2019,117.1967227,,
6/14/2019,117.1408191,,
6/15/2019,117.1453012,,
6/20/2019,117.1808788,,
6/20/2019,117.1882879,,
6/21/2019,117.1879425,,
6/26/2019,117.19054,,
6/26/2019,117.1354153,,
6/27/2019,117.1408987,,
7/2/2019,117.1917594,,
7/2/2019,117.1505184,,
7/3/2019,117.1274529,,
7/8/2019,117.1161225,,
7/8/2019,117.0310491,,
7/9/2019,116.9801,,
7/14/2019,116.9611473,,
7/14/2019,116.9557674,,
7/15/2019,116.9154467,,
7/20/2019,116.9317342,,
7/20/2019,116.9092203,,
7/21/2019,116.9220721,,
7/26/2019,116.9463972,,
7/26/2019,116.9657802,,
7/27/2019,116.9561937,,
8/1/2019,116.9676201,,
8/1/2019,116.9145365,,
8/2/2019,116.8838173,,
8/7/2019,116.9049752,,
8/7/2019,116.8833883,,
8/8/2019,116.8328974,,
8/13/2019,116.8381283,,
8/13/2019,116.7997324,,
8/14/2019,116.7391371,,
8/19/2019,116.7746842,,
8/19/2019,116.7781008,,
8/20/2019,116.7180752,,
8/25/2019,116.7318647,,
8/25/2019,116.660954,,
8/26/2019,116.587314,,
8/31/2019,116.5873193,,
8/31/2019,116.539713,,
9/1/2019,116.4184255,,
9/6/2019,116.4127408,,
9/6/2019,116.296525,,
9/7/2019,116.2236931,,
9/12/2019,116.2368965,,
9/12/2019,116.2188943,,
9/13/2019,116.1931844,,
9/18/2019,116.1747855,,
9/18/2019,116.0915666,,
9/19/2019,116.0813397,,
9/24/2019,116.1052937,,
9/24/2019,116.0617497,,
9/25/2019,116.0635546,,
9/30/2019,116.0552862,,
9/30/2019,115.9924511,,
10/6/2019,115.9865091,,
10/6/2019,116.049636,,
10/7/2019,116.0076152,,
10/12/2019,116.0170708,,
10/12/2019,116.1154816,,
10/13/2019,116.0415391,,
10/18/2019,116.1160093,,
10/18/2019,116.1837594,,
10/19/2019,116.2086656,,
10/24/2019,116.233023,,
10/24/2019,116.2028819,,
10/25/2019,116.22151,,
10/30/2019,116.2669,,
10/30/2019,116.2409704,,
10/31/2019,116.2678762,,
11/5/2019,116.2972433,,
11/5/2019,116.2425467,,
11/6/2019,116.1915015,,
11/11/2019,116.2042211,,
11/11/2019,116.2176979,,
11/17/2019,116.2437815,,
11/17/2019,116.3181915,,
11/18/2019,116.354797,,
11/23/2019,116.4020447,,
11/23/2019,116.5771473,,
11/24/2019,116.663153,,
11/29/2019,116.764506,,
11/29/2019,116.8705754,,
11/30/2019,116.9502645,,
12/5/2019,117.3037545,,
12/5/2019,117.2474118,,
12/6/2019,117.1740217,,
12/11/2019,117.131253,,
12/11/2019,117.0265728,,
12/12/2019,116.9358695,,
12/17/2019,116.8562901,,
12/17/2019,116.8424958,,
12/18/2019,116.8186143,,
12/23/2019,116.8275989,,
12/23/2019,116.8121981,,
12/24/2019,116.8229876,,
12/29/2019,116.9414794,,
12/29/2019,117.0293689,,
12/30/2019,117.0705599,,
1/4/2020,117.1744976,,
1/4/2020,117.2704007,,
1/5/2020,117.4250902,,
1/10/2020,117.6031265,,
1/10/2020,117.408264,,
1/11/2020,117.4164666,,
1/16/2020,117.442977,,
1/16/2020,117.4452433,,
1/17/2020,117.4440557,,
1/22/2020,117.4713972,,
1/22/2020,117.5073658,,
1/23/2020,117.4803848,,
1/28/2020,117.4383543,,
1/28/2020,117.4430429,,
1/29/2020,117.4034706,,
2/3/2020,117.4633463,,
2/3/2020,117.4044918,,
2/4/2020,117.3325055,,
2/9/2020,117.3643454,,
2/9/2020,117.2608386,,
2/10/2020,117.2074281,,
2/15/2020,117.200061,,
2/15/2020,117.2583335,,
2/16/2020,117.2002167,,
2/21/2020,117.1531181,,
2/21/2020,117.1101159,,
2/22/2020,117.0572521,,
2/27/2020,117.0862946,,
2/27/2020,117.0748496,,
2/28/2020,117.0503264,,
3/4/2020,117.0355648,,
3/4/2020,117.0927094,,
3/5/2020,117.0881406,,
3/10/2020,117.1895086,,
3/10/2020,117.3210186,,
3/11/2020,117.2849951,,
3/16/2020,117.2914144,,
3/16/2020,117.2716192,,
3/17/2020,117.2302048,,
3/22/2020,117.261406,,
3/22/2020,117.2808673,,
3/23/2020,117.2108333,,
3/28/2020,117.2012853,,
3/28/2020,117.1876303,,
3/29/2020,117.1559049,,
4/3/2020,117.2051849,,
4/3/2020,117.229751,,
4/4/2020,117.2723644,,
4/9/2020,117.3008709,,
4/9/2020,117.3726926,,
4/10/2020,117.4302831,,
4/15/2020,117.5955626,,
4/15/2020,117.6904604,,
4/16/2020,117.5689549,,
4/21/2020,117.6216665,,
4/21/2020,117.6494436,,
4/22/2020,117.5779624,,
4/27/2020,117.5910699,,
4/27/2020,117.6106506,,
4/28/2020,117.6011517,,
5/3/2020,117.5848978,,
5/3/2020,117.526954,,
5/4/2020,117.4747373,,
5/9/2020,117.4796042,,
5/9/2020,117.4532853,,
5/10/2020,117.4145891,,
5/15/2020,117.3931066,,
5/15/2020,117.3797647,,
5/16/2020,117.3568536,,
5/21/2020,117.4069522,,
5/21/2020,117.3713158,,
5/22/2020,117.3416426,,
5/27/2020,117.3481146,,
5/27/2020,117.3371548,,
5/28/2020,117.3073383,,
6/2/2020,117.3055033,,
6/2/2020,117.3689783,,
6/3/2020,117.3069739,,
6/8/2020,117.2874578,,
6/8/2020,117.2329071,,
6/9/2020,117.168958,,
6/14/2020,117.1771499,,
6/14/2020,117.1587616,,
6/15/2020,117.1370831,,
6/20/2020,117.1339222,,
6/20/2020,117.1307178,,
6/21/2020,117.1138452,,
6/26/2020,117.1380066,,
6/26/2020,117.131433,,
6/27/2020,117.1069465,,
7/2/2020,117.1233715,,
7/2/2020,117.1372216,,
7/3/2020,117.1162609,,
7/8/2020,117.1466842,,
7/8/2020,117.2023835,,
7/9/2020,117.0999898,,
7/14/2020,117.1199323,,
7/14/2020,117.1123295,,
7/15/2020,117.0930407,,
7/20/2020,117.128172,,
7/20/2020,117.1179717,,
7/21/2020,117.0707979,,
7/26/2020,117.0685259,,
7/26/2020,117.0600964,,
7/27/2020,116.9896727,,
8/1/2020,116.9821221,,
8/1/2020,116.9748103,,
8/2/2020,116.920387,,
8/7/2020,116.8998947,,
8/7/2020,116.8752724,,
8/8/2020,116.8055122,,
8/13/2020,116.7866992,,
8/13/2020,116.7633008,,
8/14/2020,116.6558319,,
8/19/2020,116.667839,,
8/19/2020,116.6250279,,
8/20/2020,116.50946,,
8/25/2020,116.4927581,,
8/25/2020,116.420387,,
8/26/2020,116.3530893,,
8/31/2020,116.360789,,
8/31/2020,116.3276245,,
9/1/2020,116.2364467,,
9/6/2020,116.2450703,,
9/6/2020,116.2340367,,
9/7/2020,116.1464144,,
9/12/2020,116.1567006,,
9/12/2020,116.1451822,,
9/13/2020,116.0629943,,
9/18/2020,116.0826833,,
9/18/2020,116.0665356,,
9/19/2020,115.9688001,,
9/24/2020,115.9866537,,
9/24/2020,115.9608611,,
9/25/2020,115.8885582,,
9/30/2020,115.9363808,,
9/30/2020,115.9352459,,
10/1/2020,115.8914449,,
10/6/2020,115.9266882,,
10/6/2020,115.8936683,,
10/7/2020,115.8427103,,
10/12/2020,115.8600314,,
10/12/2020,115.8587302,,
10/13/2020,115.80754,,
10/18/2020,115.8204905,,
10/18/2020,115.8333096,,
10/19/2020,115.748226,,
10/24/2020,115.781544,,
10/24/2020,115.7870075,,
10/25/2020,115.7228956,,
10/30/2020,115.773858,,
10/30/2020,115.7679938,,
10/31/2020,115.7215865,,
11/5/2020,115.778839,,
11/5/2020,115.8287236,,
11/6/2020,115.7729836,,
11/11/2020,115.8495334,,
11/11/2020,115.8769261,,
11/12/2020,115.9001955,,
11/17/2020,115.9201707,,
11/17/2020,115.9605904,,
11/18/2020,115.9339009,,
11/23/2020,115.9561207,,
11/23/2020,115.9690491,,
11/24/2020,115.9130765,,
11/29/2020,115.8874051,,
11/29/2020,115.8889045,,
11/30/2020,115.8394206,,
12/5/2020,115.9009916,,
12/5/2020,116.0005789,,
12/6/2020,116.0483087,,
12/11/2020,116.1710199,,
12/11/2020,116.3139708,,
12/12/2020,116.3607483,,
12/17/2020,116.5429832,,
12/17/2020,116.6700265,,
12/18/2020,117.0204202,,
12/23/2020,116.9656603,,
12/23/2020,116.9677183,,
12/24/2020,116.8999354,,
12/29/2020,116.9079434,,
12/29/2020,116.8258094,,
12/30/2020,116.7479138,,
1/4/2021,116.6390164,,
1/4/2021,116.6375272,,
1/5/2021,116.6036917,,
1/10/2021,116.6640933,,
1/10/2021,116.681418,,
1/11/2021,116.6423618,,
1/16/2021,116.7035803,,
1/16/2021,116.8251734,,
1/17/2021,116.8929938,,
